state,pollster,office_type,start_date,end_date,answer,candidate_id,candidate_name,candidate_party,pct
Wisconsin,Morning Consult,U.S. President,5/8/20,5/17/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Wisconsin,Morning Consult,U.S. President,5/8/20,5/17/20,Trump,13254,Donald Trump,REP,43
,RMG Research,U.S. President,5/14/20,5/16/20,Biden,13256,Joseph R. Biden Jr.,DEM,43
,RMG Research,U.S. President,5/14/20,5/16/20,Trump,13254,Donald Trump,REP,39
,RMG Research,U.S. President,5/14/20,5/16/20,Amash,13377,Justin Amash,LIB,3
,Morning Consult,U.S. President,5/14/20,5/16/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
,Morning Consult,U.S. President,5/14/20,5/16/20,Trump,13254,Donald Trump,REP,44
,Optimus,U.S. President,5/9/20,5/16/20,Biden,13256,Joseph R. Biden Jr.,DEM,41.5
,Optimus,U.S. President,5/9/20,5/16/20,Trump,13254,Donald Trump,REP,34.1
,Optimus,U.S. President,5/9/20,5/16/20,Biden,13256,Joseph R. Biden Jr.,DEM,51.6
,Optimus,U.S. President,5/9/20,5/16/20,Trump,13254,Donald Trump,REP,41.4
Wisconsin,Morning Consult,U.S. President,5/7/20,5/16/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Wisconsin,Morning Consult,U.S. President,5/7/20,5/16/20,Trump,13254,Donald Trump,REP,43
Minnesota,Morning Consult,U.S. President,5/7/20,5/16/20,Biden,13256,Joseph R. Biden Jr.,DEM,55
Minnesota,Morning Consult,U.S. President,5/7/20,5/16/20,Trump,13254,Donald Trump,REP,38
Virginia,Roanoke College,U.S. President,5/3/20,5/16/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
Virginia,Roanoke College,U.S. President,5/3/20,5/16/20,Trump,13254,Donald Trump,REP,39
Kentucky,Public Policy Polling,U.S. President,5/14/20,5/15/20,Biden,13256,Joseph R. Biden Jr.,DEM,39
Kentucky,Public Policy Polling,U.S. President,5/14/20,5/15/20,Trump,13254,Donald Trump,REP,55
,Morning Consult,U.S. President,5/13/20,5/15/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
,Morning Consult,U.S. President,5/13/20,5/15/20,Trump,13254,Donald Trump,REP,43
Utah,Y2 Analytics,U.S. President,5/9/20,5/15/20,Biden,13256,Joseph R. Biden Jr.,DEM,41
Utah,Y2 Analytics,U.S. President,5/9/20,5/15/20,Trump,13254,Donald Trump,REP,44
Utah,Y2 Analytics,U.S. President,5/9/20,5/15/20,Biden,13256,Joseph R. Biden Jr.,DEM,40
Utah,Y2 Analytics,U.S. President,5/9/20,5/15/20,Trump,13254,Donald Trump,REP,46
Utah,Y2 Analytics,U.S. President,5/9/20,5/15/20,Biden,13256,Joseph R. Biden Jr.,DEM,40
Utah,Y2 Analytics,U.S. President,5/9/20,5/15/20,Trump,13254,Donald Trump,REP,46
Utah,Y2 Analytics,U.S. President,5/9/20,5/15/20,Biden,13256,Joseph R. Biden Jr.,DEM,38
Utah,Y2 Analytics,U.S. President,5/9/20,5/15/20,Trump,13254,Donald Trump,REP,48
Utah,Y2 Analytics,U.S. President,5/9/20,5/15/20,Biden,13256,Joseph R. Biden Jr.,DEM,38
Utah,Y2 Analytics,U.S. President,5/9/20,5/15/20,Trump,13254,Donald Trump,REP,48
Wisconsin,Morning Consult,U.S. President,5/6/20,5/15/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Wisconsin,Morning Consult,U.S. President,5/6/20,5/15/20,Trump,13254,Donald Trump,REP,42
,PureSpectrum,U.S. President,5/2/20,5/15/20,Biden,13256,Joseph R. Biden Jr.,DEM,43
,PureSpectrum,U.S. President,5/2/20,5/15/20,Trump,13254,Donald Trump,REP,39
,Harris Insights & Analytics,U.S. President,5/13/20,5/14/20,Biden,13256,Joseph R. Biden Jr.,DEM,53
,Harris Insights & Analytics,U.S. President,5/13/20,5/14/20,Trump,13254,Donald Trump,REP,47
,Harris Insights & Analytics,U.S. President,5/13/20,5/14/20,Biden,13256,Joseph R. Biden Jr.,DEM,53
,Harris Insights & Analytics,U.S. President,5/13/20,5/14/20,Trump,13254,Donald Trump,REP,47
,Harris Insights & Analytics,U.S. President,5/13/20,5/14/20,Biden,13256,Joseph R. Biden Jr.,DEM,42
,Harris Insights & Analytics,U.S. President,5/13/20,5/14/20,Trump,13254,Donald Trump,REP,41
,Morning Consult,U.S. President,5/12/20,5/14/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
,Morning Consult,U.S. President,5/12/20,5/14/20,Trump,13254,Donald Trump,REP,44
Arizona,Redfield & Wilton Strategies,U.S. President,5/10/20,5/14/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
Arizona,Redfield & Wilton Strategies,U.S. President,5/10/20,5/14/20,Trump,13254,Donald Trump,REP,41
North Carolina,Redfield & Wilton Strategies,U.S. President,5/10/20,5/14/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
North Carolina,Redfield & Wilton Strategies,U.S. President,5/10/20,5/14/20,Trump,13254,Donald Trump,REP,43
Florida,Redfield & Wilton Strategies,U.S. President,5/10/20,5/14/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
Florida,Redfield & Wilton Strategies,U.S. President,5/10/20,5/14/20,Trump,13254,Donald Trump,REP,43
Pennsylvania,Redfield & Wilton Strategies,U.S. President,5/10/20,5/14/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Pennsylvania,Redfield & Wilton Strategies,U.S. President,5/10/20,5/14/20,Trump,13254,Donald Trump,REP,39
Michigan,Redfield & Wilton Strategies,U.S. President,5/10/20,5/14/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Michigan,Redfield & Wilton Strategies,U.S. President,5/10/20,5/14/20,Trump,13254,Donald Trump,REP,39
Wisconsin,Redfield & Wilton Strategies,U.S. President,5/10/20,5/14/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Wisconsin,Redfield & Wilton Strategies,U.S. President,5/10/20,5/14/20,Trump,13254,Donald Trump,REP,38
Wisconsin,Morning Consult,U.S. President,5/5/20,5/14/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Wisconsin,Morning Consult,U.S. President,5/5/20,5/14/20,Trump,13254,Donald Trump,REP,43
Georgia,BK Strategies,U.S. President,5/11/20,5/13/20,Biden,13256,Joseph R. Biden Jr.,DEM,46
Georgia,BK Strategies,U.S. President,5/11/20,5/13/20,Trump,13254,Donald Trump,REP,48
,Morning Consult,U.S. President,5/11/20,5/13/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
,Morning Consult,U.S. President,5/11/20,5/13/20,Trump,13254,Donald Trump,REP,44
Pennsylvania,Hodas & Associates,U.S. President,5/9/20,5/13/20,Biden,13256,Joseph R. Biden Jr.,DEM,46
Pennsylvania,Hodas & Associates,U.S. President,5/9/20,5/13/20,Trump,13254,Donald Trump,REP,50.5
North Carolina,Meeting Street Research,U.S. President,5/9/20,5/13/20,Biden,13256,Joseph R. Biden Jr.,DEM,46.6
North Carolina,Meeting Street Research,U.S. President,5/9/20,5/13/20,Trump,13254,Donald Trump,REP,46.8
Wisconsin,Morning Consult,U.S. President,5/4/20,5/13/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Wisconsin,Morning Consult,U.S. President,5/4/20,5/13/20,Trump,13254,Donald Trump,REP,44
,Data for Progress,U.S. President,5/12/20,5/12/20,Biden,13256,Joseph R. Biden Jr.,DEM,51.35
,Data for Progress,U.S. President,5/12/20,5/12/20,Trump,13254,Donald Trump,REP,43.78
,Data for Progress,U.S. President,5/12/20,5/12/20,Biden,13256,Joseph R. Biden Jr.,DEM,50.12
,Data for Progress,U.S. President,5/12/20,5/12/20,Trump,13254,Donald Trump,REP,43.3
,Ipsos,U.S. President,5/11/20,5/12/20,Biden,13256,Joseph R. Biden Jr.,DEM,46
,Ipsos,U.S. President,5/11/20,5/12/20,Trump,13254,Donald Trump,REP,38
,Ipsos,U.S. President,5/11/20,5/12/20,Biden,13256,Joseph R. Biden Jr.,DEM,41
,Ipsos,U.S. President,5/11/20,5/12/20,Trump,13254,Donald Trump,REP,36
,YouGov,U.S. President,5/10/20,5/12/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
,YouGov,U.S. President,5/10/20,5/12/20,Trump,13254,Donald Trump,REP,43
,Morning Consult,U.S. President,5/10/20,5/12/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
,Morning Consult,U.S. President,5/10/20,5/12/20,Trump,13254,Donald Trump,REP,45
Florida,Florida Atlantic University,U.S. President,5/8/20,5/12/20,Biden,13256,Joseph R. Biden Jr.,DEM,52.65
Florida,Florida Atlantic University,U.S. President,5/8/20,5/12/20,Trump,13254,Donald Trump,REP,47.35
,Optimus,U.S. President,5/5/20,5/12/20,Biden,13256,Joseph R. Biden Jr.,DEM,42.1
,Optimus,U.S. President,5/5/20,5/12/20,Trump,13254,Donald Trump,REP,36.4
,Optimus,U.S. President,5/5/20,5/12/20,Biden,13256,Joseph R. Biden Jr.,DEM,52
,Optimus,U.S. President,5/5/20,5/12/20,Trump,13254,Donald Trump,REP,43.3
Wisconsin,Morning Consult,U.S. President,5/3/20,5/12/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Wisconsin,Morning Consult,U.S. President,5/3/20,5/12/20,Trump,13254,Donald Trump,REP,44
Arizona,OH Predictive Insights,U.S. President,5/9/20,5/11/20,Biden,13256,Joseph R. Biden Jr.,DEM,50.46
Arizona,OH Predictive Insights,U.S. President,5/9/20,5/11/20,Trump,13254,Donald Trump,REP,42.56
,Morning Consult,U.S. President,5/9/20,5/11/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
,Morning Consult,U.S. President,5/9/20,5/11/20,Trump,13254,Donald Trump,REP,45
Colorado,Global Strategy Group,U.S. President,5/7/20,5/11/20,Biden,13256,Joseph R. Biden Jr.,DEM,53
Colorado,Global Strategy Group,U.S. President,5/7/20,5/11/20,Trump,13254,Donald Trump,REP,40
Wisconsin,Morning Consult,U.S. President,5/2/20,5/11/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Wisconsin,Morning Consult,U.S. President,5/2/20,5/11/20,Trump,13254,Donald Trump,REP,45
Texas,Emerson College,U.S. President,5/8/20,5/10/20,Biden,13256,Joseph R. Biden Jr.,DEM,48.31
Texas,Emerson College,U.S. President,5/8/20,5/10/20,Trump,13254,Donald Trump,REP,51.69
Ohio,Emerson College,U.S. President,5/8/20,5/10/20,Biden,13256,Joseph R. Biden Jr.,DEM,48.63
Ohio,Emerson College,U.S. President,5/8/20,5/10/20,Trump,13254,Donald Trump,REP,51.37
,Morning Consult,U.S. President,5/8/20,5/10/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
,Morning Consult,U.S. President,5/8/20,5/10/20,Trump,13254,Donald Trump,REP,45
,SSRS,U.S. President,5/7/20,5/10/20,Biden,13256,Joseph R. Biden Jr.,DEM,51
,SSRS,U.S. President,5/7/20,5/10/20,Trump,13254,Donald Trump,REP,46
Nebraska CD-2,DCCC Targeting and Analytics Department,U.S. President,5/7/20,5/10/20,Biden,13256,Joseph R. Biden Jr.,DEM,52
Nebraska CD-2,DCCC Targeting and Analytics Department,U.S. President,5/7/20,5/10/20,Trump,13254,Donald Trump,REP,41
,Morning Consult,U.S. President,5/4/20,5/10/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
,Morning Consult,U.S. President,5/4/20,5/10/20,Trump,13254,Donald Trump,REP,42
Wisconsin,Morning Consult,U.S. President,5/1/20,5/10/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Wisconsin,Morning Consult,U.S. President,5/1/20,5/10/20,Trump,13254,Donald Trump,REP,45
,Redfield & Wilton Strategies,U.S. President,5/8/20,5/9/20,Biden,13256,Joseph R. Biden Jr.,DEM,47.33
,Redfield & Wilton Strategies,U.S. President,5/8/20,5/9/20,Trump,13254,Donald Trump,REP,39.93
California,Emerson College,U.S. President,5/8/20,5/9/20,Biden,13256,Joseph R. Biden Jr.,DEM,65.17
California,Emerson College,U.S. President,5/8/20,5/9/20,Trump,13254,Donald Trump,REP,34.83
,RMG Research,U.S. President,5/7/20,5/9/20,Biden,13256,Joseph R. Biden Jr.,DEM,44
,RMG Research,U.S. President,5/7/20,5/9/20,Trump,13254,Donald Trump,REP,38
North Carolina,East Carolina University,U.S. President,5/7/20,5/9/20,Biden,13256,Joseph R. Biden Jr.,DEM,43.2
North Carolina,East Carolina University,U.S. President,5/7/20,5/9/20,Trump,13254,Donald Trump,REP,46.1
,Morning Consult,U.S. President,5/7/20,5/9/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
,Morning Consult,U.S. President,5/7/20,5/9/20,Trump,13254,Donald Trump,REP,44
,Optimus,U.S. President,5/2/20,5/9/20,Biden,13256,Joseph R. Biden Jr.,DEM,40.7
,Optimus,U.S. President,5/2/20,5/9/20,Trump,13254,Donald Trump,REP,36.2
,Optimus,U.S. President,5/2/20,5/9/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
,Optimus,U.S. President,5/2/20,5/9/20,Trump,13254,Donald Trump,REP,44.5
Wisconsin,Morning Consult,U.S. President,4/30/20,5/9/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Wisconsin,Morning Consult,U.S. President,4/30/20,5/9/20,Trump,13254,Donald Trump,REP,45
Wisconsin,Hodas & Associates,U.S. President,5/6/20,5/8/20,Biden,13256,Joseph R. Biden Jr.,DEM,51.5
Wisconsin,Hodas & Associates,U.S. President,5/6/20,5/8/20,Trump,13254,Donald Trump,REP,42.17
,Morning Consult,U.S. President,5/6/20,5/8/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
,Morning Consult,U.S. President,5/6/20,5/8/20,Trump,13254,Donald Trump,REP,44
Wisconsin,Morning Consult,U.S. President,4/29/20,5/8/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Wisconsin,Morning Consult,U.S. President,4/29/20,5/8/20,Trump,13254,Donald Trump,REP,43
,Morning Consult,U.S. President,5/5/20,5/7/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
,Morning Consult,U.S. President,5/5/20,5/7/20,Trump,13254,Donald Trump,REP,44
Georgia,Public Opinion Strategies,U.S. President,5/4/20,5/7/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Georgia,Public Opinion Strategies,U.S. President,5/4/20,5/7/20,Trump,13254,Donald Trump,REP,46
Wisconsin,Marquette University Law School,U.S. President,5/3/20,5/7/20,Biden,13256,Joseph R. Biden Jr.,DEM,46
Wisconsin,Marquette University Law School,U.S. President,5/3/20,5/7/20,Trump,13254,Donald Trump,REP,43
Wisconsin,Marquette University Law School,U.S. President,5/3/20,5/7/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Wisconsin,Marquette University Law School,U.S. President,5/3/20,5/7/20,Trump,13254,Donald Trump,REP,45
Wisconsin,Morning Consult,U.S. President,4/28/20,5/7/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Wisconsin,Morning Consult,U.S. President,4/28/20,5/7/20,Trump,13254,Donald Trump,REP,44
,Harris Insights & Analytics,U.S. President,5/6/20,5/6/20,Biden,13256,Joseph R. Biden Jr.,DEM,41
,Harris Insights & Analytics,U.S. President,5/6/20,5/6/20,Trump,13254,Donald Trump,REP,41
Massachusetts,Emerson College,U.S. President,5/5/20,5/6/20,Biden,13256,Joseph R. Biden Jr.,DEM,66.87
Massachusetts,Emerson College,U.S. President,5/5/20,5/6/20,Trump,13254,Donald Trump,REP,33.13
,Morning Consult,U.S. President,5/4/20,5/6/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
,Morning Consult,U.S. President,5/4/20,5/6/20,Trump,13254,Donald Trump,REP,44
Wisconsin,Morning Consult,U.S. President,4/27/20,5/6/20,Biden,13256,Joseph R. Biden Jr.,DEM,48
Wisconsin,Morning Consult,U.S. President,4/27/20,5/6/20,Trump,13254,Donald Trump,REP,43
,Data for Progress,U.S. President,5/5/20,5/5/20,Biden,13256,Joseph R. Biden Jr.,DEM,50.16
,Data for Progress,U.S. President,5/5/20,5/5/20,Trump,13254,Donald Trump,REP,42.24
,Data for Progress,U.S. President,5/5/20,5/5/20,Biden,13256,Joseph R. Biden Jr.,DEM,50.55
,Data for Progress,U.S. President,5/5/20,5/5/20,Trump,13254,Donald Trump,REP,44.3
,Ipsos,U.S. President,5/4/20,5/5/20,Biden,13256,Joseph R. Biden Jr.,DEM,43
,Ipsos,U.S. President,5/4/20,5/5/20,Trump,13254,Donald Trump,REP,41
,Ipsos,U.S. President,5/4/20,5/5/20,Biden,13256,Joseph R. Biden Jr.,DEM,39
,Ipsos,U.S. President,5/4/20,5/5/20,Trump,13254,Donald Trump,REP,38
,YouGov,U.S. President,5/4/20,5/5/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
,YouGov,U.S. President,5/4/20,5/5/20,Trump,13254,Donald Trump,REP,42
,YouGov,U.S. President,5/3/20,5/5/20,Biden,13256,Joseph R. Biden Jr.,DEM,46
,YouGov,U.S. President,5/3/20,5/5/20,Trump,13254,Donald Trump,REP,42
,Civiqs,U.S. President,5/2/20,5/5/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
,Civiqs,U.S. President,5/2/20,5/5/20,Trump,13254,Donald Trump,REP,44
Michigan,Hodas & Associates,U.S. President,5/1/20,5/5/20,Biden,13256,Joseph R. Biden Jr.,DEM,51.83
Michigan,Hodas & Associates,U.S. President,5/1/20,5/5/20,Trump,13254,Donald Trump,REP,42.17
,Optimus,U.S. President,4/28/20,5/5/20,Biden,13256,Joseph R. Biden Jr.,DEM,40.4
,Optimus,U.S. President,4/28/20,5/5/20,Trump,13254,Donald Trump,REP,35.4
,Optimus,U.S. President,4/28/20,5/5/20,Biden,13256,Joseph R. Biden Jr.,DEM,51.3
,Optimus,U.S. President,4/28/20,5/5/20,Trump,13254,Donald Trump,REP,44.5
Wisconsin,Morning Consult,U.S. President,4/26/20,5/5/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Wisconsin,Morning Consult,U.S. President,4/26/20,5/5/20,Trump,13254,Donald Trump,REP,43
North Carolina,Civiqs,U.S. President,5/2/20,5/4/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
North Carolina,Civiqs,U.S. President,5/2/20,5/4/20,Trump,13254,Donald Trump,REP,46
,Monmouth University,U.S. President,4/30/20,5/4/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
,Monmouth University,U.S. President,4/30/20,5/4/20,Trump,13254,Donald Trump,REP,41
,Monmouth University,U.S. President,4/30/20,5/4/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
,Monmouth University,U.S. President,4/30/20,5/4/20,Trump,13254,Donald Trump,REP,40
,Monmouth University,U.S. President,4/30/20,5/4/20,Amash,13377,Justin Amash,LIB,5
New York,Quinnipiac University,U.S. President,4/30/20,5/4/20,Biden,13256,Joseph R. Biden Jr.,DEM,55
New York,Quinnipiac University,U.S. President,4/30/20,5/4/20,Trump,13254,Donald Trump,REP,32
New Jersey,Quinnipiac University,U.S. President,4/30/20,5/4/20,Biden,13256,Joseph R. Biden Jr.,DEM,54
New Jersey,Quinnipiac University,U.S. President,4/30/20,5/4/20,Trump,13254,Donald Trump,REP,35
Connecticut,Quinnipiac University,U.S. President,4/30/20,5/4/20,Biden,13256,Joseph R. Biden Jr.,DEM,56
Connecticut,Quinnipiac University,U.S. President,4/30/20,5/4/20,Trump,13254,Donald Trump,REP,33
,Morning Consult,U.S. President,5/2/20,5/3/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
,Morning Consult,U.S. President,5/2/20,5/3/20,Trump,13254,Donald Trump,REP,41
,Change Research,U.S. President,5/1/20,5/3/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
,Change Research,U.S. President,5/1/20,5/3/20,Trump,13254,Donald Trump,REP,44
Colorado,Keating Research/OnSight Public Affairs/Melanson,U.S. President,5/1/20,5/3/20,Biden,13256,Joseph R. Biden Jr.,DEM,55
Colorado,Keating Research/OnSight Public Affairs/Melanson,U.S. President,5/1/20,5/3/20,Trump,13254,Donald Trump,REP,36
,Morning Consult,U.S. President,4/27/20,5/3/20,Biden,13256,Joseph R. Biden Jr.,DEM,46
,Morning Consult,U.S. President,4/27/20,5/3/20,Trump,13254,Donald Trump,REP,42
,RMG Research,U.S. President,4/30/20,5/2/20,Biden,13256,Joseph R. Biden Jr.,DEM,46
,RMG Research,U.S. President,4/30/20,5/2/20,Trump,13254,Donald Trump,REP,39
,Optimus,U.S. President,4/25/20,5/2/20,Biden,13256,Joseph R. Biden Jr.,DEM,39.1
,Optimus,U.S. President,4/25/20,5/2/20,Trump,13254,Donald Trump,REP,35.4
,Optimus,U.S. President,4/25/20,5/2/20,Biden,13256,Joseph R. Biden Jr.,DEM,49.5
,Optimus,U.S. President,4/25/20,5/2/20,Trump,13254,Donald Trump,REP,45.3
New Jersey,Rutgers University,U.S. President,4/22/20,5/2/20,Biden,13256,Joseph R. Biden Jr.,DEM,55
New Jersey,Rutgers University,U.S. President,4/22/20,5/2/20,Trump,13254,Donald Trump,REP,32
New Jersey,Rutgers University,U.S. President,4/22/20,5/2/20,Biden,13256,Joseph R. Biden Jr.,DEM,56
New Jersey,Rutgers University,U.S. President,4/22/20,5/2/20,Trump,13254,Donald Trump,REP,33
Iowa,Public Policy Polling,U.S. President,4/30/20,5/1/20,Biden,13256,Joseph R. Biden Jr.,DEM,46
Iowa,Public Policy Polling,U.S. President,4/30/20,5/1/20,Trump,13254,Donald Trump,REP,48
,YouGov,U.S. President,4/28/20,5/1/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
,YouGov,U.S. President,4/28/20,5/1/20,Trump,13254,Donald Trump,REP,43
Massachusetts,University of Massachusetts Lowell,U.S. President,4/27/20,5/1/20,Biden,13256,Joseph R. Biden Jr.,DEM,58
Massachusetts,University of Massachusetts Lowell,U.S. President,4/27/20,5/1/20,Trump,13254,Donald Trump,REP,30
Tennessee,East Tennessee State University,U.S. President,4/22/20,5/1/20,Biden,13256,Joseph R. Biden Jr.,DEM,36
Tennessee,East Tennessee State University,U.S. President,4/22/20,5/1/20,Trump,13254,Donald Trump,REP,53
Nevada,ALG Research,U.S. President,4/27/20,4/30/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Nevada,ALG Research,U.S. President,4/27/20,4/30/20,Trump,13254,Donald Trump,REP,45
,PureSpectrum,U.S. President,4/16/20,4/30/20,Biden,13256,Joseph R. Biden Jr.,DEM,44
,PureSpectrum,U.S. President,4/16/20,4/30/20,Trump,13254,Donald Trump,REP,40
Michigan,Public Policy Polling,U.S. President,4/28/20,4/29/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
Michigan,Public Policy Polling,U.S. President,4/28/20,4/29/20,Trump,13254,Donald Trump,REP,42
,Ipsos,U.S. President,4/27/20,4/29/20,Biden,13256,Joseph R. Biden Jr.,DEM,42
,Ipsos,U.S. President,4/27/20,4/29/20,Trump,13254,Donald Trump,REP,36
,Ipsos,U.S. President,4/27/20,4/29/20,Biden,13256,Joseph R. Biden Jr.,DEM,45
,Ipsos,U.S. President,4/27/20,4/29/20,Trump,13254,Donald Trump,REP,39
,IBD/TIPP,U.S. President,4/26/20,4/29/20,Biden,13256,Joseph R. Biden Jr.,DEM,43
,IBD/TIPP,U.S. President,4/26/20,4/29/20,Trump,13254,Donald Trump,REP,43
,Data for Progress,U.S. President,4/28/20,4/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,51.88
,Data for Progress,U.S. President,4/28/20,4/28/20,Trump,13254,Donald Trump,REP,41.98
,Data for Progress,U.S. President,4/28/20,4/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,52.36
,Data for Progress,U.S. President,4/28/20,4/28/20,Trump,13254,Donald Trump,REP,43.4
Texas,Public Policy Polling,U.S. President,4/27/20,4/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
Texas,Public Policy Polling,U.S. President,4/27/20,4/28/20,Trump,13254,Donald Trump,REP,46
North Carolina,Meredith College,U.S. President,4/27/20,4/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,47.4
North Carolina,Meredith College,U.S. President,4/27/20,4/28/20,Trump,13254,Donald Trump,REP,40.4
,Emerson College,U.S. President,4/26/20,4/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,53.65
,Emerson College,U.S. President,4/26/20,4/28/20,Trump,13254,Donald Trump,REP,46.35
,YouGov,U.S. President,4/26/20,4/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,47
,YouGov,U.S. President,4/26/20,4/28/20,Trump,13254,Donald Trump,REP,41
,Optimus,U.S. President,4/21/20,4/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,40.4
,Optimus,U.S. President,4/21/20,4/28/20,Trump,13254,Donald Trump,REP,37.2
,Optimus,U.S. President,4/21/20,4/28/20,Biden,13256,Joseph R. Biden Jr.,DEM,49.2
,Optimus,U.S. President,4/21/20,4/28/20,Trump,13254,Donald Trump,REP,45.3
Georgia,Cygnal,U.S. President,4/25/20,4/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,44
Georgia,Cygnal,U.S. President,4/25/20,4/27/20,Trump,13254,Donald Trump,REP,45.1
New Hampshire,Saint Anselm College,U.S. President,4/23/20,4/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
New Hampshire,Saint Anselm College,U.S. President,4/23/20,4/27/20,Trump,13254,Donald Trump,REP,42
Texas,University of Texas at Tyler,U.S. President,4/18/20,4/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,43
Texas,University of Texas at Tyler,U.S. President,4/18/20,4/27/20,Trump,13254,Donald Trump,REP,43
Montana,Montana State University Bozeman,U.S. President,4/10/20,4/27/20,Biden,13256,Joseph R. Biden Jr.,DEM,39.65
Montana,Montana State University Bozeman,U.S. President,4/10/20,4/27/20,Trump,13254,Donald Trump,REP,45.32
North Carolina,SurveyUSA,U.S. President,4/23/20,4/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,50
North Carolina,SurveyUSA,U.S. President,4/23/20,4/26/20,Trump,13254,Donald Trump,REP,45
Pennsylvania,Harper Polling,U.S. President,4/21/20,4/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,49
Pennsylvania,Harper Polling,U.S. President,4/21/20,4/26/20,Trump,13254,Donald Trump,REP,43
,Morning Consult,U.S. President,4/20/20,4/26/20,Biden,13256,Joseph R. Biden Jr.,DEM,46
,Morning Consult,U.S. President,4/20/20,4/26/20,Trump,13254,Donald Trump,REP,42
,RMG Research,U.S. President,4/23/20,4/25/20,Biden,13256,Joseph R. Biden Jr.,DEM,46
,RMG Research,U.S. President,4/23/20,4/25/20,Trump,13254,Donald Trump,REP,38
,Suffolk University,U.S. President,4/21/20,4/25/20,Biden,13256,Joseph R. Biden Jr.,DEM,44
,Suffolk University,U.S. President,4/21/20,4/25/20,Trump,13254,Donald Trump,REP,38
,Suffolk University,U.S. President,4/21/20,4/25/20,Biden,13256,Joseph R. Biden Jr.,DEM,50.4
,Suffolk University,U.S. President,4/21/20,4/25/20,Trump,13254,Donald Trump,REP,40.4
Ohio,Baldwin Wallace University,U.S. President,4/20/20,4/25/20,Biden,13256,Joseph R. Biden Jr.,DEM,44.9
Ohio,Baldwin Wallace University,U.S. President,4/20/20,4/25/20,Trump,13254,Donald Trump,REP,44.2
,Optimus,U.S. President,4/18/20,4/25/20,Biden,13256,Joseph R. Biden Jr.,DEM,43.6
,Optimus,U.S. President,4/18/20,4/25/20,Trump,13254,Donald Trump,REP,35.6
,Optimus,U.S. President,4/18/20,4/25/20,Biden,13256,Joseph R. Biden Jr.,DEM,52.2
,Optimus,U.S. President,4/18/20,4/25/20,Trump,13254,Donald Trump,REP,44.2
